method,path,host,group,name,url,doc_slug,evidence
,/templates/email/update,rest.iad-01.braze.com,api,Update existing email templates,https://www.braze.com/docs/api/endpoints/templates/email_templates/post_update_email_template,docs__api__endpoints__templates__email_templates__post_update_email_template,documented (published API reference)
,/templates/translations/email,rest.iad-03.braze.com,api,View a specific translation and locale for email template endpoint,https://www.braze.com/docs/api/endpoints/translations/email_templates/get_view_translation_locale_template,docs__api__endpoints__translations__email_templates__get_view_translation_locale_template,documented (published API reference)
,/templates/webhook/translations,rest.iad-03.braze.com,api,View translations for a webhook template,https://www.braze.com/docs/api/endpoints/translations/webhook_templates/get_view_translations_webhook_template,docs__api__endpoints__translations__webhook_templates__get_view_translations_webhook_template,documented (published API reference)
,/templates/webhook/translations/source,rest.iad-03.braze.com,api,View source translations for a webhook template,https://www.braze.com/docs/api/endpoints/translations/webhook_templates/get_view_source_webhook_template,docs__api__endpoints__translations__webhook_templates__get_view_source_webhook_template,documented (published API reference)
,/transactional/v1/campaigns/{campaign_id}/send,rest.iad-01.braze.com,api,Send transactional emails using API-triggered delivery,https://www.braze.com/docs/api/endpoints/messaging/send_messages/post_send_transactional_message,docs__api__endpoints__messaging__send_messages__post_send_transactional_message,documented (published API reference)
,/users/alias/new,rest.iad-01.braze.com,api,Create new user alias,https://www.braze.com/docs/api/endpoints/user_data/post_user_alias,docs__api__endpoints__user_data__post_user_alias,documented (published API reference)
,/users/alias/update,rest.iad-01.braze.com,api,Update user alias,https://www.braze.com/docs/api/endpoints/user_data/post_users_alias_update,docs__api__endpoints__user_data__post_users_alias_update,documented (published API reference)
,/users/delete,rest.iad-01.braze.com,api,Delete users,https://www.braze.com/docs/api/endpoints/user_data/post_user_delete,docs__api__endpoints__user_data__post_user_delete,documented (published API reference)
,/users/export/global_control_group,rest.iad-01.braze.com,api,Export user profile by Global Control Group,https://www.braze.com/docs/api/endpoints/export/user_data/post_users_global_control_group,docs__api__endpoints__export__user_data__post_users_global_control_group,documented (published API reference)
,/users/export/ids,rest.iad-01.braze.com,api,Export user profile by identifier,https://www.braze.com/docs/api/endpoints/export/user_data/post_users_identifier,docs__api__endpoints__export__user_data__post_users_identifier,documented (published API reference)
,/users/export/segment,rest.iad-01.braze.com,api,Export user profile by segment,https://www.braze.com/docs/api/endpoints/export/user_data/post_users_segment,docs__api__endpoints__export__user_data__post_users_segment,documented (published API reference)
