host,first_seen,issuer,apex,source,certs,evidence
k8s-anna-internal.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
masthead-echo.k8s.test-001.d-usw-2.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
misato-2.k8s.cluster-010.p-use-1.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
partners.k8s.test-001.d-usw-2.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal-app.k8s.cluster-001.d-use-1.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-anna-internal.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook-partners.k8s.region-001.p-aze-us.braze.com,2026-06-28,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
api.gpt-at-braze.k8s.tools-001.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
data-lake-streaming-connect.k8s.cluster-010.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-canary.k8s.cluster-010.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-test.k8s.cluster-010.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-007.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
jenkins.t-usw-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.cluster-001.d-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.region-001.d-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
mail-tracker-02.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
mail-tracker-04.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,2,infrastructure (certificate transparency)
mail-tracker-05.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
mail-tracker-07.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,2,infrastructure (certificate transparency)
pds-proxy.k8s.tools.s-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest.us-10.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,6,infrastructure (certificate transparency)
soleng-hub-backend.k8s.test-001.d-usw-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
soleng-hub-backend.k8s.tools-001.p-use-1.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.cluster-001.p-apse-2.braze.com,2026-06-29,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
api.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
apns.k8s.region-001.p-aze-us.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
beacon-styling.k8s.tools-001.p-use-1.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
echo.k8s.region-001.s-use-1.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
k8s-testing-cert-manager.k8s.cluster-001.p-apse-2.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
mail-tracker-01.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,4,infrastructure (certificate transparency)
mail-tracker-03.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
mail-tracker-06.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
mail-tracker-08.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,4,infrastructure (certificate transparency)
mail-tracker.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
mdb-opsmgr.k8s.cluster-010.p-use-1.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.test-003.t-usw-2.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.test-003.t-usw-2.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest.iad-05.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,2,infrastructure (certificate transparency)
styling.beacon.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook.k8s.region-001.p-aze-us.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webpush.k8s.region-001.p-aze-us.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webpush.k8s.region-001.p-use-1.braze.com,2026-06-30,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
appdeploy.infra.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
atlantis.k8s.test-001.d-usw-2.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
beacon-labs.k8s.tools-001.p-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-elsa.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.k8s.cluster-001.d-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cdjenkinsv.cd-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cpjenkinsv.cp-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
deploy.infra.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
k8s-anna.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
k8s-cc-elsa.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
k8s-elsa.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kirby-kafka-connect.k8s.region-001.s-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
labs.beacon.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
optimus.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
optimus.k8s.infra-001.i-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
or-vpn-1a.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
pds-proxy.k8s.tools.p-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
pullboy.k8s.tools-001.s-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01.k8s.cluster-001.d-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-responder.k8s.region-001.d-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-01.k8s.cluster-001.d-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
testkube.k8s.core-001.cd-use-1.braze.com,2026-07-01,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
atlantis.k8s.infra-001.i-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
ces.k8s.cluster-004.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-007.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api-test.k8s.core-001.cd-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api.development.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api.k8s.core-001.cd-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api.k8s.core-001.cp-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dplat-api.test.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
event-replay.k8s.region-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
global-ux.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
growlithe.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
growlithe.k8s.tools-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
html-iam-templating-engine.k8s.region-001.p-apse-2.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kirby-kafka-connect.k8s.region-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
pds.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
platform-deployment-service.k8s.tools-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-001.s-aze-us.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-002.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-003.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-004.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.region-001.p-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
testkube.k8s.cluster-001.d-use-1.braze.com,2026-07-02,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
atlantis-observability-internal.k8s.core-001.cd-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cobbler-api.d-usw-2.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
gtm-hub.k8s.tools-001.p-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
gtmhub.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-fallback-restore-connect-low-latency.k8s.cluster-001.d-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-fallback-restore-connect-low-latency.k8s.cluster-001.s-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-fallback-restore-connect-warpstream.k8s.cluster-001.d-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-fallback-restore-connect-warpstream.k8s.cluster-001.s-use-1.braze.com,2026-07-03,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
backup-webhook.k8s.region-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-04.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-us04.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
echo-server-secure.k8s.test-003.t-usw-2.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
fleet-logs.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-003.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-04.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-us04.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
k8s-todd-bulk.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.cluster-001.p-apne-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.cluster-001.p-apne-2.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.cluster-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.cluster-010.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui-warpstream.k8s.region-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kirby-kafka-connect.k8s.cluster-010.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.test-001.d-usw-2.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-bulk.k8s.cluster-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal-app.k8s.cluster-001.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-02-internal-app.k8s.cluster-002.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-02-internal.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-03-internal-app.k8s.cluster-003.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-03-internal.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-04-secondary.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-04-secondary.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-04.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-04.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-05-internal-app.k8s.cluster-005.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-05-internal.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-07-internal-app.k8s.cluster-007.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-07-internal.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
staging-backup-webhook.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter-us04.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter.k8s.cluster-004.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.tools-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.tools-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
todd-bulk.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
vibey-oauth-tester.k8s.tools-001.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook-partners.k8s.region-001.s-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook.k8s.region-001.p-use-1.braze.com,2026-07-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
appdeploy-staging.infra.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
artifactory.infra.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
atlantis-observability-webhook.k8s.core-001.cp-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
atlantis-observability.k8s.core-001.cp-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-03.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-03.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
ces.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
change-management.k8s.tools-001.s-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
cloudflare-pce-dashboard.staging.braze.com,2026-07-05,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,2,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-001.d-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-03.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-us03.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.iad-01.staging.braze.com,2026-07-05,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,2,infrastructure (certificate transparency)
dashboard.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.k8s.cluster-010.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
genie-dev-2.i-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
genie.i-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
genie.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
grafana.k8s.infra-001.i-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-03.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-us03.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.jp-01.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
mdb-opsmgr.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
partner.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,4,infrastructure (certificate transparency)
rest-responder-cdi.k8s.region-001.s-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest.iad-01.staging.braze.com,2026-07-05,"C=US, O=Google Trust Services, CN=WE1",braze.com,certspotter,2,infrastructure (certificate transparency)
sdk-03.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-03.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
slidebot.k8s.tools-001.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter-us03.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
