host,first_seen,issuer,apex,source,certs,evidence
braze.com,2025-08-06,"C=US, O=Amazon, CN=Amazon RSA 2048 M02",braze.com,certspotter,4,infrastructure (certificate transparency)
clicks.partnernews.braze.com,2025-10-06,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Atlas R3 DV TLS CA 2025 Q3",braze.com,certspotter,1,infrastructure (certificate transparency)
lab.braze.com,2025-10-15,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
cloudbound.nasuni.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
connectorsummit23.crossbeam.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
forge-amer-reg.globalevents.braze.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
forge-emea-reg.globalevents.braze.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
forge-hub.globalevents.braze.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
forge.globalevents.braze.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
marketingsuccess.mailchimp.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,3,infrastructure (certificate transparency)
mtesregistration.kobiton.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
registration.calendly.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
rko2024registration.ontra.ai,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
webinars.decrypt.co,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
webinars.lattice.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
wms-unpackedregistration.shipbob.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
www.ai-summit.goldcast.io,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
www.goldcast.over-haul.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
www.mailchimpmarketingsuccess.com,2025-10-20,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
partnerlab.braze.com,2025-10-24,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
view2023.birdeye.com,2025-11-04,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,2,infrastructure (certificate transparency)
view2023registration.birdeye.com,2025-11-04,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
confluence-uat.braze.com,2025-11-30,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
confluence.atl.braze.com,2025-11-30,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
jira-uat.braze.com,2025-12-09,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
jira.atl.braze.com,2025-12-09,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
arxkc89723.stage.lithium.com,2025-12-15,"C=US, O=Amazon, CN=Amazon ECDSA 256 M01",braze.com,certspotter,3,infrastructure (certificate transparency)
community-stage.braze.com,2025-12-15,"C=US, O=Amazon, CN=Amazon ECDSA 256 M01",braze.com,certspotter,3,infrastructure (certificate transparency)
learning.braze.com,2026-01-19,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
ablink.internal.braze.com,2026-01-20,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Atlas R3 DV TLS CA 2026 Q1",braze.com,certspotter,1,infrastructure (certificate transparency)
brand.braze.com,2026-01-21,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
braze.bynder.com,2026-01-21,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events-app.braze.com,2026-01-28,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
portal.help.braze.com,2026-02-17,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
click.updates.braze.com,2026-02-18,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Atlas R3 DV TLS CA 2026 Q1",braze.com,certspotter,1,infrastructure (certificate transparency)
mail.development.braze.com,2026-02-18,"C=BE, O=GlobalSign nv-sa, CN=GlobalSign Atlas R3 DV TLS CA 2026 Q1",braze.com,certspotter,1,infrastructure (certificate transparency)
help.platform.braze.com,2026-02-19,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,2,infrastructure (certificate transparency)
platform.braze.com,2026-02-19,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
attend.agiloft.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
attend.intercomevents.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
attendelevate.medallion.co,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
autoqa.supportlogic.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
beyondtheperimeter2023.events.ams.goldcast.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
beyondtheperimeter2023.events.apj.goldcast.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
beyondtheperimeter2023.events.emea.goldcast.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
bfcm-unpacked.shipbob.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
creatorexperienceconference.traackr.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
demofest.consensus.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
event.betterup.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
event.enterprisegrowthalliance.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
event.hwcon22.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
event.ontra.ai,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.alation.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.emburse.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.jebbit.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.nasuni.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.phenom.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.prod.gcpublic.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
events.sysaid.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
forge-amer.globalevents.braze.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
forge-emea.globalevents.braze.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
globalevents.braze.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
globalwebinars.hootsuite.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
go.events.tecton.ai,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
go.graylog.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
guesslessandsellmore.mailchimp.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
innovate.radar.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
irlondemand.radar.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
leapday2024.activecampaign.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
live.events.arbinger.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
live.xentral.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
mtes.kobiton.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
penteracon2023.pentera.io,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
pipelinesummit.qualified.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
rko2024.ontra.ai,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
talentsummit2023.gem.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
testevents.gcpublic.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
webinars.qualified.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
wms-unpacked.shipbob.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
www.connect.accela.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
www.domorewithmailchimp.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
www.rippleswellglobal.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
www.ripplewebinar.com,2026-04-01,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
openlab.braze.com,2026-05-11,"C=US, O=Amazon, CN=Amazon RSA 2048 M04",braze.com,certspotter,1,infrastructure (certificate transparency)
pub-services.fra.braze.eu,2026-05-26,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
pub-services.iad.appboy.com,2026-05-26,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
pub-services.iad.appboy.eu,2026-05-26,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
pub-services.iad.braze.com,2026-05-26,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
pub-services.iad.braze.eu,2026-05-26,"C=US, O=Amazon, CN=Amazon RSA 2048 M01",braze.com,certspotter,1,infrastructure (certificate transparency)
api.gpt-at-braze.k8s.tools-001.d-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
brz-ai-dev.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
caboodle-backend.k8s.test-001.d-usw-2.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.k8s.cluster-001.p-apse-3.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
clickhouse-connect.k8s.region-001.p-aze-us.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cpaas-chat.k8s.cluster-001.d-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
elasticsearch-test.k8s.test-001.t-usw-2.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,4,infrastructure (certificate transparency)
fleet-diagnostic-logs.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-001.s-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-rest.id-01.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-rest.us-09.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kibana-test.k8s.test-001.t-usw-2.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
playwright.k8s.region-001.d-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.p-apse-2.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.p-aze-us.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.p-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.s-aze-us.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.s-euc-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.region-001.s-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal-app.k8s.cluster-001.p-apse-3.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal.id-01.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-09-internal-app.k8s.cluster-009.p-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-09-internal.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-09.k8s.cluster-009.p-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-bulk.k8s.cluster-001.p-apse-3.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-01.k8s.cluster-001.p-apse-3.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
url-shortener-redirect-svc.k8s.region-001.d-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook.k8s.region-001.d-use-1.braze.com,2026-06-04,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
bifrost.infra.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
churn-pangolin.k8s.cluster-001.p-apne-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
churn-pangolin.kr-01.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
echo.k8s.cluster-001.s-aze-us.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-001.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-003.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-004.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-005.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-006.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-mongo.k8s.cluster-007.p-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-jupyterhub.k8s.cluster-001.p-apne-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-jupyterhub.k8s.region-001.p-apse-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-rabbitmq.k8s.cluster-001.p-apne-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-rabbitmq.k8s.region-001.p-apse-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.au-01.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.cluster-001.p-apne-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.region-001.p-apse-2.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.kr-01.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
pds.development.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
platform-deployment-service.k8s.tools-001.d-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.cluster-001.s-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
public-screenshotter.k8s.tools-001.d-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
reportportal.k8s.core-001.cd-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
screenshotter.k8s.tools-001.d-use-1.braze.com,2026-06-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
churn-pangolin.s-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
devinole.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
echo-server-internal.k8s.test-001.d-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
echo-server-public.k8s.test-001.d-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
example-ruby-service-other.k8s.test-001.d-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-jupyterhub.k8s.region-001.d-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
jenkins.i-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-api.k8s.test-005.t-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-ui.k8s.test-005.t-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
resources.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-secondary.k8s.cluster-001.p-apse-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01.k8s.cluster-001.p-apse-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-responder.k8s.cluster-001.s-aze-us.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-01.k8s.cluster-001.p-apse-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-02.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-02.k8s.cluster-002.p-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sf-proxy-internal.d-usw-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
tenant.k8s.cluster-001.p-apne-2.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webhook-partners.k8s.region-001.d-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
webinole.k8s.tools-001.d-use-1.braze.com,2026-06-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd-dev.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,6,infrastructure (certificate transparency)
dashboard-02.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-us02.k8s.cluster-002.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.k8s.cluster-002.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-user-profiles.k8s.cluster-001.s-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
echo-server-secure.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,6,infrastructure (certificate transparency)
event-replay-hipaa.k8s.region-001.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis-rest.k8s.cluster-001.p-apne-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
gpr.k8s.tools-001.s-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
grafana.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,9,infrastructure (certificate transparency)
podinfo-canary.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,7,infrastructure (certificate transparency)
podinfo.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,6,infrastructure (certificate transparency)
polaris.k8s.cluster-001.s-aze-us.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
polaris.k8s.region-001.p-aze-us.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
polaris.k8s.region-001.s-aze-us.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,9,infrastructure (certificate transparency)
prometheus.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,9,infrastructure (certificate transparency)
